iter	Logloss
356	0.3061332251
357	0.3060463118
358	0.3060056343
359	0.3059595924
360	0.3059104125
361	0.3058574024
362	0.3058053024
363	0.305757263
364	0.3056153739
365	0.3055683514
366	0.3054836287
367	0.305442153
368	0.3053988279
369	0.3053478093
370	0.3052834279
371	0.3052433172
372	0.305136593
373	0.3051026008
374	0.3050557404
375	0.3050169655
376	0.3049434703
377	0.3048920247
378	0.3047805148
379	0.3047352446
380	0.3046653752
381	0.3045935885
382	0.3045311618
383	0.3044892517
384	0.3044345114
385	0.3043818148
386	0.3043309393
387	0.3042958367
388	0.304254199
389	0.3042159456
390	0.3041464855
391	0.3040981348
392	0.3040428543
393	0.303957415
394	0.3039103321
395	0.303862025
396	0.3038210094
397	0.3037740532
398	0.3037382565
399	0.3036774133
400	0.3036421549
401	0.3036125061
402	0.3035808254
403	0.3035295123
404	0.3034827922
405	0.3034446104
406	0.3034011127
407	0.3033383555
408	0.3032291785
409	0.3031763956
410	0.3031243366
411	0.3030872857
412	0.3030579624
413	0.3030251168
414	0.3029788971
415	0.302921541
416	0.3028686436
417	0.3028320185
418	0.3027975484
419	0.3027589424
420	0.3026872988
421	0.3026412155
422	0.3026007753
423	0.3025692534
424	0.3025370172
425	0.3024858895
426	0.3024259016
427	0.3023909166
428	0.3023502804
429	0.3023128107
430	0.3022267528
431	0.3021383164
432	0.3021038839
433	0.3020175471
434	0.301983151
435	0.3019130815
436	0.3018536867
437	0.3018241668
438	0.3017802042
439	0.3017476571
440	0.3017012063
441	0.3016633176
442	0.3016138858
443	0.3015637907
444	0.3015332635
445	0.3014039271
446	0.3013452551
447	0.3013040366
448	0.3012693541
449	0.301228986
450	0.301200435
451	0.3011690023
452	0.301135161
453	0.3011007952
454	0.3010716446
455	0.3010406519
456	0.3009699192
457	0.3009202183
458	0.3008434133
459	0.300816756
460	0.3007900622
461	0.3007172258
462	0.3006913298
463	0.3006662368
464	0.3006372809
465	0.3006015137
466	0.3005593607
467	0.3004392959
468	0.3004042921
469	0.3003853007
470	0.3003548342
471	0.3003265286
472	0.3002969304
473	0.3002500029
474	0.3002255568
475	0.3002019632
476	0.3001706513
477	0.3001405222
478	0.3000514911
479	0.3000132463
480	0.2999890632
481	0.2998534563
482	0.2998234871
483	0.2997954268
484	0.2997616668
485	0.2997257264
486	0.2996841192
487	0.2996580632
488	0.2996190987
489	0.299593735
490	0.2995512145
491	0.2995294284
492	0.2995018506
493	0.2994280627
494	0.2993940537
495	0.2993660097
496	0.2993352545
497	0.299304223
498	0.2992821475
499	0.2992598684
500	0.2992388152
501	0.2991546826
502	0.2991215551
503	0.2990317593
504	0.2990108778
505	0.298986175
506	0.2989598194
507	0.298926251
508	0.2988913148
509	0.2988270329
510	0.2987835352
511	0.2987560293
512	0.2987110518
513	0.2986815218
514	0.2986555816
515	0.2986307387
516	0.2986032871
517	0.2985601512
518	0.2984955155
519	0.2984579907
520	0.2984378479
521	0.2984177139
522	0.2983917421
523	0.2983623486
524	0.2983385247
525	0.2983065971
526	0.2982730316
527	0.2982549946
528	0.2982053741
529	0.2981827123
530	0.2981451898
531	0.2981239472
532	0.2980931818
533	0.298051852
534	0.2980067528
535	0.2979781928
536	0.2979487784
537	0.297929939
538	0.297911229
539	0.2978896887
540	0.2978666605
541	0.2978425954
542	0.2977932303
543	0.2977620811
544	0.29773744
545	0.2977011845
546	0.297676487
547	0.2976463345
548	0.2976107752
549	0.2975924415
550	0.2975724774
551	0.2975507859
552	0.2975306126
553	0.2974871392
554	0.2974603549
555	0.297437937
556	0.2973555855
557	0.2973329781
558	0.2973054952
559	0.2972342477
560	0.2972091591
561	0.2971926218
562	0.2971709951
563	0.2971426063
564	0.2971189649
565	0.2971013044
566	0.297039357
567	0.2970082442
568	0.2969887706
569	0.2969634033
570	0.2968961083
571	0.296839837
572	0.2968208848
573	0.2967896116
574	0.2967573759
575	0.2967303967
576	0.2967056898
577	0.296676758
578	0.2966421452
579	0.2966127223
580	0.296558439
581	0.2965252778
582	0.2964881133
583	0.2964706204
584	0.2964467989
585	0.2964119401
586	0.2963779457
587	0.2963387523
588	0.2963075774
589	0.2962740346
590	0.2961984827
591	0.2961707963
592	0.2961489498
593	0.2961328122
594	0.2960915358
595	0.296059862
596	0.2960424785
597	0.2960213862
598	0.2959958922
599	0.2959586919
600	0.2959339566
601	0.2958860488
602	0.2958593239
603	0.2958366669
604	0.2958141381
605	0.2957833369
606	0.2957633537
607	0.2957382532
608	0.2957167699
609	0.2956875585
610	0.2956663494
611	0.2956374921
612	0.2956141116
613	0.2955497831
614	0.2955064247
615	0.2954797548
616	0.2954497778
617	0.295427614
618	0.2953917075
619	0.2953639047
620	0.2953315746
621	0.295253929
622	0.2952337033
623	0.2952137821
624	0.2951853106
625	0.2951596898
626	0.2951380672
627	0.2951167899
628	0.2950987173
629	0.2950796087
630	0.2950389756
631	0.2950175985
632	0.2950013435
633	0.2949773553
634	0.2949534788
635	0.2949294715
636	0.2949093063
637	0.2948891246
638	0.2948656199
639	0.2948425854
640	0.2948164774
641	0.2947334775
642	0.2946943165
643	0.2946742076
644	0.2946542789
645	0.2946181891
646	0.2946017362
647	0.2944938388
648	0.2944722187
649	0.2944527176
650	0.2944208705
651	0.2943890557
652	0.2943293642
653	0.2943039102
654	0.2942860616
655	0.2941960939
656	0.2941696197
657	0.2941491536
658	0.2941340812
659	0.2941090783
660	0.294087069
661	0.2940153778
662	0.2939964195
663	0.2939717313
664	0.2939514464
665	0.2939276681
666	0.2939126033
667	0.2938961717
668	0.293877285
669	0.2938547863
670	0.293834729
671	0.2938163538
672	0.2937974735
673	0.2937726162
674	0.2937431084
675	0.2937024596
676	0.2936655283
677	0.2936465336
678	0.2936325198
679	0.2936136216
680	0.2935976996
681	0.293543349
682	0.2935161435
683	0.2934962245
684	0.2934868466
685	0.2934680709
686	0.2934339932
687	0.2934179813
688	0.2933909424
689	0.2933598533
690	0.2933223712
691	0.2932988879
692	0.2932765437
693	0.2932526819
694	0.2932360111
695	0.293216586
696	0.2931973839
697	0.2931833489
698	0.2931544921
699	0.2931269066
700	0.2931068484
701	0.2930845971
702	0.2930690373
703	0.2930013694
704	0.2929744788
705	0.2929299338
706	0.2929126137
707	0.2928880967
708	0.2928621425
709	0.292836888
710	0.2928107702
711	0.2927969745
712	0.2927840839
713	0.2927670299
714	0.292743114
715	0.2927182464
716	0.2926970893
717	0.2926812146
718	0.292664095
719	0.292642868
720	0.2926312739
721	0.2926088224
722	0.2925878616
723	0.2925217018
724	0.2925041357
725	0.2924845972
726	0.2924707196
727	0.2924480153
728	0.2924097029
729	0.2923936041
730	0.2923771046
731	0.2923576791
732	0.2923127969
733	0.2922893029
734	0.2922753568
735	0.2922525432
736	0.2922335236
737	0.2922182532
738	0.2921995124
739	0.2921777192
740	0.292163675
741	0.2921393938
742	0.2921145962
743	0.2920955156
744	0.2920779518
745	0.2920552675
746	0.2920340722
747	0.2920136496
748	0.2919989498
749	0.2919629401
750	0.2919417017
751	0.2919248512
752	0.2919005471
753	0.2918849596
754	0.2918586478
755	0.2918431903
756	0.2918263241
757	0.2918041346
758	0.2917852798
759	0.2917018486
760	0.2916885399
761	0.2916729305
762	0.2916487216
763	0.2916304434
764	0.2916073692
765	0.2915923804
766	0.2915741716
767	0.2915591493
768	0.2914823405
769	0.2914654683
770	0.291450513
771	0.2914336378
772	0.2914165966
773	0.2913951561
774	0.2913723124
775	0.2913147731
776	0.2912934923
777	0.2912720892
778	0.2912253037
779	0.2912098396
780	0.291190407
781	0.2911643215
782	0.2911442643
783	0.2911252277
784	0.291106782
785	0.2910958638
786	0.2910709742
787	0.2910481716
788	0.2910301237
789	0.2910129629
790	0.2909988835
791	0.2909769183
792	0.2909628392
793	0.2909442218
794	0.29093161
795	0.2908788519
796	0.2908561808
797	0.2908194665
798	0.2907995624
799	0.290784594
800	0.2907729205
801	0.2907556418
802	0.2907105642
803	0.2906384582
804	0.2905900567
805	0.2905715079
806	0.2905540802
807	0.2905390729
808	0.290512167
809	0.2904924903
810	0.2904708767
811	0.2904579213
812	0.2904424815
813	0.2904298427
814	0.2903895236
815	0.2903685847
816	0.290357028
817	0.2903382298
818	0.2903191771
819	0.2902833375
820	0.2902660802
821	0.29025251
822	0.2902434123
823	0.2902264901
824	0.2902133592
825	0.2901959065
826	0.2901821315
827	0.2901635159
828	0.2901491082
829	0.2901321542
830	0.2900940449
831	0.2900773937
832	0.2900545557
833	0.2900410052
834	0.2900182963
835	0.2900032408
836	0.289990065
837	0.2899714939
838	0.2899584195
839	0.2899348588
840	0.2899143408
841	0.2898977853
842	0.2898854504
843	0.2898712336
844	0.2898591064
845	0.2898468537
846	0.2898314198
847	0.2898126843
848	0.2897886989
849	0.2897684744
850	0.2897484378
851	0.2897331409
852	0.2897111871
853	0.2896948777
854	0.2896754521
855	0.2896589218
856	0.2896370012
857	0.2896229286
858	0.2896103737
859	0.2895907035
860	0.28957497
861	0.2895582057
862	0.28953535
863	0.2895172494
864	0.2895004335
865	0.2894845913
866	0.289464053
867	0.2894467689
868	0.2894439525
869	0.2894018526
870	0.2893809799
871	0.2893694142
872	0.2893545007
873	0.2893394411
874	0.2893210405
875	0.2893002394
876	0.2892814114
877	0.2892636883
878	0.2892437012
879	0.2892173047
880	0.2892048256
881	0.2891851697
882	0.2891214758
883	0.2891037342
884	0.2890929583
885	0.2890755143
886	0.2890587121
887	0.289040177
888	0.2890184838
889	0.2890008423
890	0.2889210885
891	0.2889033178
892	0.2888839824
893	0.2888680503
894	0.2888499774
895	0.2888357419
896	0.2888187007
897	0.2888100188
898	0.2887840267
899	0.2887692415
900	0.288755141
901	0.2887397368
902	0.2887032044
903	0.2886884255
904	0.288658884
905	0.2886450781
906	0.2886293247
907	0.28861727
908	0.2885983779
909	0.2885794697
910	0.2885610436
911	0.2885496673
912	0.2885330745
913	0.2885234658
914	0.2885096244
915	0.2884956266
916	0.2884746615
917	0.2884639126
918	0.2884452333
919	0.2884313908
920	0.288414495
921	0.2883995944
922	0.2883866289
923	0.2883691426
924	0.288354461
925	0.2883377265
926	0.288324594
927	0.2883097244
928	0.2882944199
929	0.2882817176
930	0.2882564936
931	0.2882377997
932	0.2882189213
933	0.2882058345
934	0.2881868624
935	0.288166047
936	0.2881482687
937	0.288131413
938	0.2881228827
939	0.2881112878
940	0.2880919288
941	0.2880659814
942	0.2880453378
943	0.2880302319
944	0.2880186899
945	0.2880020464
946	0.2879454892
947	0.2879229104
948	0.2878995009
949	0.2878771457
950	0.2878642775
951	0.2878149076
952	0.2878006345
953	0.2877857927
954	0.2877769758
955	0.2877575938
956	0.2877399646
957	0.28771739
958	0.2877041462
959	0.2876891587
960	0.2876758412
961	0.2876579013
962	0.2876387638
963	0.2876195783
964	0.2876023759
965	0.2875810358
966	0.2875685557
967	0.2875499333
968	0.2875343015
969	0.2875214632
970	0.2875064928
971	0.2874929399
972	0.2874745944
973	0.2874544596
974	0.2874120173
975	0.2873938201
976	0.287374584
977	0.2873623827
978	0.2873452559
979	0.2873327321
980	0.2873167108
981	0.2873061654
982	0.287292019
983	0.2872781007
984	0.2872613874
985	0.2872466611
986	0.2872335069
987	0.28720257
988	0.2871902206
989	0.2871735205
990	0.2871542946
991	0.2871420714
992	0.2871210798
993	0.2871025906
994	0.2870833372
995	0.2870739198
996	0.2870586899
997	0.287035773
998	0.2870135496
999	0.2869959441
