iter	Logloss
0	0.6778719255
1	0.6625213457
2	0.6467558929
3	0.6330166089
4	0.6198915229
5	0.606977075
6	0.5937202657
7	0.5816916338
8	0.5698348295
9	0.5576338759
10	0.546150739
11	0.5356286022
12	0.5246241544
13	0.5136661556
14	0.5039196051
15	0.4966800667
16	0.486944428
17	0.4768728768
18	0.4669249006
19	0.4577963814
20	0.4482953132
21	0.4397628774
22	0.4315622267
23	0.4238946484
24	0.4158888862
25	0.4083428243
26	0.4018882217
27	0.3951497397
28	0.3886573061
29	0.3818858277
30	0.3755291274
31	0.3679898387
32	0.3614392062
33	0.3556914466
34	0.3502347617
35	0.3441724413
36	0.338778699
37	0.3334676708
38	0.3277822458
39	0.323711225
40	0.3185342218
41	0.313511421
42	0.3092414228
43	0.3045708636
44	0.3000966552
45	0.2961396175
46	0.291838098
47	0.2871602446
48	0.2837556169
49	0.2796988328
50	0.2761211577
51	0.2716608125
52	0.2686380932
53	0.2644838325
54	0.2614711973
55	0.2592100066
56	0.2555407409
57	0.2520074498
58	0.2481321268
59	0.245370293
60	0.242210348
61	0.239289197
62	0.2364657461
63	0.2330481053
64	0.2308288842
65	0.2266492777
66	0.2244917466
67	0.2219401447
68	0.2193685564
69	0.2171309395
70	0.2147051135
71	0.2122657505
72	0.2098443954
73	0.2067635206
74	0.2046975515
75	0.2027373039
76	0.2006162017
77	0.1983551055
78	0.1963709543
79	0.1945598974
80	0.193071781
81	0.1914645917
82	0.1901150023
83	0.1883406107
84	0.1864485546
85	0.1847674478
86	0.1832910466
87	0.1810540394
88	0.1794490357
89	0.1781056698
90	0.1760356495
91	0.1745486642
92	0.1727058726
93	0.1711281171
94	0.1697570733
95	0.1686857255
96	0.1672727157
97	0.1658206562
98	0.1644643496
99	0.1634237608
100	0.1622237235
101	0.1611121094
102	0.1599001475
103	0.1588354028
104	0.1576442977
105	0.1568047183
106	0.15573653
107	0.1546588003
108	0.1535018775
109	0.1526022652
110	0.1516526905
111	0.1508082142
112	0.1498697431
113	0.1486479768
114	0.1476381191
115	0.1466618747
116	0.1456558878
117	0.1446335861
118	0.1437603028
119	0.1428566872
120	0.1419333201
121	0.1412192282
122	0.1402382712
123	0.1396319966
124	0.138579788
125	0.1378749682
126	0.1371235328
127	0.1363700763
128	0.1357807743
129	0.1349515061
130	0.1344151686
131	0.1337742729
132	0.1329755825
133	0.1324379068
134	0.1316404138
135	0.130891095
136	0.130229305
137	0.1295680063
138	0.1286875965
139	0.1280296969
140	0.1274722588
141	0.1267956102
142	0.1262437006
143	0.1258428749
144	0.1253787268
145	0.1246186167
146	0.1242011862
147	0.123689408
148	0.1232581173
149	0.122694096
150	0.1223095273
151	0.1219262677
152	0.1214713542
153	0.1210518262
154	0.1205610219
155	0.1200678968
156	0.1197586443
157	0.1194167458
158	0.1189332333
159	0.1185955432
160	0.1182423543
161	0.1177162149
162	0.1173014633
163	0.1169994842
164	0.1165766264
165	0.1161440923
166	0.1157394092
167	0.1154000776
168	0.1150257334
169	0.1145984171
170	0.1142691953
171	0.1137696363
172	0.113357024
173	0.1129690615
174	0.11252674
175	0.1122090174
176	0.1119313801
177	0.1116596215
178	0.1112968738
179	0.1109322056
180	0.1105603506
181	0.1103295676
182	0.1099710037
183	0.1097241579
184	0.109567527
185	0.1093346686
186	0.1091168582
187	0.1088384214
188	0.1085626963
189	0.1083487664
190	0.1080677746
191	0.1076381003
192	0.1073207915
193	0.1070908071
194	0.1068393752
195	0.106625908
196	0.106433959
197	0.1061506269
198	0.1059334719
199	0.1056656728
200	0.1053939274
201	0.1051910974
202	0.1049248494
203	0.1047435426
204	0.104393836
205	0.1041612796
206	0.1039591623
207	0.1037473091
208	0.1034784225
209	0.1032853386
210	0.1030693279
211	0.102917853
212	0.1026992439
213	0.1024670321
214	0.1021853603
215	0.1019640923
216	0.101769776
217	0.1015319825
218	0.1013943825
219	0.1011721297
220	0.1009618537
221	0.1006971643
222	0.1005236311
223	0.1003317937
224	0.1000259081
225	0.09990075357
226	0.09970956797
227	0.09955422482
228	0.09940753907
229	0.09924434475
230	0.09904721422
231	0.09882924256
232	0.09866685572
233	0.0985317004
234	0.09841245124
235	0.09831602641
236	0.09807539706
237	0.0979532718
238	0.09782469027
239	0.09768623683
240	0.09749451753
241	0.09726872108
242	0.09710729907
243	0.09697312304
244	0.09681016314
245	0.09665783637
246	0.09653147191
247	0.09625587903
248	0.09606242224
249	0.09590834109
250	0.0957912692
251	0.0956306735
252	0.09545334993
253	0.09528767692
254	0.09514874717
255	0.09479059576
256	0.09460948436
257	0.09450807372
258	0.09439030502
259	0.09424617479
260	0.09407842238
261	0.09395548462
262	0.09382118961
263	0.09370025966
264	0.09346838332
265	0.09334035911
266	0.0932618489
267	0.09316040694
268	0.09308790963
269	0.09299225765
270	0.09290990886
271	0.09274249198
272	0.09264714148
273	0.09254677127
274	0.09242609066
275	0.09230883904
276	0.09221391113
277	0.0920997985
278	0.0919572235
279	0.09185443806
280	0.09176215339
281	0.09161548748
282	0.09153697634
283	0.09143123909
284	0.09132150234
285	0.09123855393
286	0.09109388233
287	0.0909809758
288	0.09089950792
289	0.09076783176
290	0.09064724928
291	0.09042310916
292	0.09033896012
293	0.09024365462
294	0.0901478023
295	0.09000426546
296	0.08980255146
297	0.08971471718
298	0.08965204827
299	0.08953186059
300	0.08942801961
301	0.08931970549
302	0.08923124432
303	0.08917610106
304	0.08911100575
305	0.08893318921
306	0.08884399893
307	0.0887443237
308	0.0886649126
309	0.08858740992
310	0.08845761313
311	0.08839093701
312	0.08832233704
313	0.0882362169
314	0.08813208149
315	0.08802248499
316	0.08795081939
317	0.08785317951
318	0.08778412473
319	0.08771621184
320	0.08762870022
321	0.08751702939
322	0.08741138455
323	0.08734168377
324	0.08729149804
325	0.08711997158
326	0.08701234744
327	0.08694223423
328	0.08685632319
329	0.08677397867
330	0.08660343238
331	0.08651856708
332	0.08639476586
333	0.08631676745
334	0.08614866543
335	0.08606165278
336	0.08600540792
337	0.08586078104
338	0.08578341125
339	0.08572368856
340	0.08564295401
341	0.08557773895
342	0.08550748992
343	0.08541341354
344	0.085330009
345	0.08526533545
346	0.0852068498
347	0.08513625359
348	0.08507397926
349	0.08498248831
350	0.08491654853
351	0.08484693645
352	0.08475159663
353	0.08469161371
354	0.08461108676
355	0.08452805056
356	0.08448505741
357	0.08441213308
358	0.08434583029
359	0.08426413769
360	0.08421133298
361	0.08414378823
362	0.08405551711
363	0.08398742716
364	0.08392803766
365	0.08384355747
366	0.08376395425
367	0.0837132233
368	0.08363456474
369	0.08355631716
370	0.08349062774
371	0.08342092351
372	0.08335826511
373	0.08328682113
374	0.08322405769
375	0.08313290384
376	0.08309663797
377	0.08303646314
378	0.08300956093
379	0.08293626251
380	0.08288631925
381	0.08283023093
382	0.082769326
383	0.08270427426
384	0.08266319147
385	0.08261046733
386	0.08253836793
387	0.0824815405
388	0.0823864249
389	0.08232990161
390	0.08228104228
391	0.08223248926
392	0.0821911745
393	0.08213973148
394	0.08207175764
395	0.08202489138
396	0.08197061438
397	0.08193021696
398	0.08187802703
399	0.08183220158
400	0.08178771598
401	0.08172469152
402	0.08163972346
403	0.08159373156
404	0.08154466884
405	0.081336052
406	0.08118406679
407	0.0811416732
408	0.08109450382
409	0.08102557795
410	0.08096879121
411	0.08092370843
412	0.08081495852
413	0.0807679494
414	0.08065612386
415	0.08058862578
416	0.08047761599
417	0.08042247063
418	0.08038527841
419	0.08033908255
420	0.08027009159
421	0.080231972
422	0.08016844307
423	0.08010515315
424	0.08005223655
425	0.07998334754
426	0.0799347436
427	0.0798938835
428	0.07984087033
429	0.07977855933
430	0.07973293099
431	0.07968934745
432	0.07964468168
433	0.07959640672
434	0.07953580857
435	0.07947869917
436	0.07942385185
437	0.07937606252
438	0.07930299001
439	0.07925733304
440	0.07921338702
441	0.07917133351
442	0.07910587715
443	0.07905765489
444	0.07900790453
445	0.07895191834
446	0.07891490126
447	0.07887200274
448	0.07883062677
449	0.0787806668
450	0.07868507816
451	0.07858126916
452	0.07854106036
453	0.07849622649
454	0.07844598321
455	0.07841136427
456	0.07837575193
457	0.07833246465
458	0.07829078418
459	0.07823956599
460	0.07813401543
461	0.07809691386
462	0.07803532107
463	0.07797210492
464	0.07791956562
465	0.07787259243
466	0.07783817346
467	0.07776280348
468	0.07772655765
469	0.07770035361
470	0.07767459949
471	0.07763965964
472	0.07759437704
473	0.0775519948
474	0.07749964255
475	0.07746436605
476	0.07742496379
477	0.07735540563
478	0.07729796983
479	0.07725990456
480	0.07710946719
481	0.07707682964
482	0.07703992257
483	0.07699879933
484	0.07696134347
485	0.07692782138
486	0.07689286587
487	0.07685118099
488	0.07674184552
489	0.07671405409
490	0.07666751904
491	0.07661203043
492	0.07657691668
493	0.07654546248
494	0.07649821978
495	0.07645930985
496	0.07641013462
497	0.07626937201
498	0.07622625823
499	0.07614363372
500	0.07611863889
501	0.07605740116
502	0.07602058193
503	0.07595173833
504	0.07590143356
505	0.07586445491
506	0.07582319345
507	0.07577587051
508	0.07571883299
509	0.07568091594
510	0.07564420265
511	0.07561597062
512	0.07557289244
513	0.07547663156
514	0.07542630334
515	0.07534962966
516	0.07530359607
517	0.07525846769
518	0.07521515628
519	0.07514614503
520	0.07511057323
521	0.07508197206
522	0.07504530473
523	0.07502125416
524	0.07498336129
525	0.07493721876
526	0.07488419585
527	0.07484434919
528	0.07481332827
529	0.07476041754
530	0.07472422276
531	0.07463707365
532	0.07459853565
533	0.07456148569
534	0.07452920473
535	0.07450192133
536	0.07447587978
537	0.07441928048
538	0.07437640491
539	0.07433787499
540	0.07429625308
541	0.07427390626
542	0.07419120595
543	0.07414554975
544	0.07411362856
545	0.07406529357
546	0.07402364776
547	0.07398650308
548	0.0739485937
549	0.07390840376
550	0.07387583356
551	0.0738525543
552	0.0737627419
553	0.07372051684
554	0.07369389399
555	0.0736540254
556	0.0736304401
557	0.07360166329
558	0.07352681021
559	0.07350870474
560	0.07349000765
561	0.07345928256
562	0.07342326814
563	0.07339444172
564	0.07336121039
565	0.0733336022
566	0.07330202384
567	0.07326094168
568	0.07324201929
569	0.0732073392
570	0.07317805756
571	0.07314477958
572	0.07310896894
573	0.07308585476
574	0.07303455366
575	0.07300533805
576	0.07291397426
577	0.07288201533
578	0.07284757705
579	0.07282351899
580	0.0727915452
581	0.07276790296
582	0.07273575802
583	0.07271639527
584	0.07269112139
585	0.07265484029
586	0.07262654133
587	0.07259975486
588	0.07255177547
589	0.07251288952
590	0.072487504
591	0.07246263174
592	0.07242839365
593	0.07240225294
594	0.07236612081
595	0.07234075753
596	0.07230686964
597	0.07227950669
598	0.07226097745
599	0.07222525451
600	0.07219326107
601	0.07209093795
602	0.07206864547
603	0.07204413906
604	0.07200785494
605	0.07197402058
606	0.07194689919
607	0.07192193406
608	0.07189428672
609	0.07186778882
610	0.07183751071
611	0.07180843045
612	0.07178133859
613	0.07174500405
614	0.07171539508
615	0.07167452391
616	0.07164151009
617	0.07158008814
618	0.07155926764
619	0.07155211765
620	0.07152600589
621	0.07149699907
622	0.0714421461
623	0.07141239627
624	0.07138718838
625	0.07135161466
626	0.07132470019
627	0.07125007875
628	0.07122735728
629	0.07121019457
630	0.071174864
631	0.0711439618
632	0.07112159982
633	0.07109369128
634	0.07104325301
635	0.07101780946
636	0.0709994508
637	0.07097211853
638	0.07094725914
639	0.07091731381
640	0.07089819487
641	0.07087633799
642	0.07084921909
643	0.07082565823
644	0.07080916542
645	0.07078438719
646	0.07074611905
647	0.07072096078
648	0.07070063001
649	0.07065964671
650	0.07063755969
651	0.07060447147
652	0.07057838837
653	0.07053244657
654	0.07048936422
655	0.07046426613
656	0.07043228538
657	0.07040492194
658	0.07038857761
659	0.07035909581
660	0.07033593838
661	0.07030481198
662	0.07027691785
663	0.0702529096
664	0.07019884986
665	0.07017425899
666	0.07014849918
667	0.07010057385
668	0.07006772058
669	0.07004402886
670	0.07001816203
671	0.07000101193
672	0.06997766122
673	0.06995621088
674	0.06992975922
675	0.06990553737
676	0.06988567085
677	0.0698544209
678	0.06982561709
679	0.0697909417
680	0.06974934557
681	0.06970682783
682	0.06967647437
683	0.06960267284
684	0.06956889667
685	0.06954110319
686	0.06952019647
687	0.06947616783
688	0.06945346943
689	0.06942556283
690	0.06939899648
691	0.06937393725
692	0.06934899528
693	0.06930314527
694	0.06927588268
695	0.06924956166
696	0.06918225766
697	0.06915617292
698	0.0691374696
699	0.06906264728
700	0.06903594047
701	0.06900363623
702	0.06898284049
703	0.06896023043
704	0.06893249269
705	0.06891749812
706	0.06889375216
707	0.06886394502
708	0.06883836212
709	0.06881518297
710	0.06879576267
711	0.06873541466
712	0.06871349287
713	0.06868869537
714	0.06866056686
715	0.06863669976
716	0.06860957235
717	0.06857708062
718	0.06855901443
719	0.06853538858
720	0.06851346077
721	0.06848523999
722	0.06847068699
723	0.06845569905
724	0.06840937501
725	0.06839378618
726	0.06836687111
727	0.06834996341
728	0.06833407403
729	0.06831834489
730	0.06828584132
731	0.06825429596
732	0.06824151124
733	0.06821647514
734	0.06816123261
735	0.0681442392
736	0.06812665647
737	0.06809379652
738	0.06807435978
739	0.06803706549
740	0.06802290461
741	0.06796960791
742	0.06795366527
743	0.06791039259
744	0.06788160462
745	0.06785264668
746	0.06783620302
747	0.06782491386
748	0.06779355139
749	0.06776534131
750	0.0677490426
751	0.06772540861
752	0.06770676779
753	0.06768929223
754	0.06766605699
755	0.06764162975
756	0.06761351661
757	0.06759471766
758	0.06757733371
759	0.06755665517
760	0.06753928742
761	0.06751401574
762	0.06749527761
763	0.06747856197
764	0.0674664576
765	0.06744591054
766	0.06743420448
767	0.06741461107
768	0.06738923004
769	0.06736318281
770	0.06734859576
771	0.06732981706
772	0.06730940216
773	0.06729106727
774	0.06726030538
775	0.06724243483
776	0.06722217179
777	0.06717216057
778	0.06714808883
779	0.0671406251
780	0.06712310896
781	0.06710692094
782	0.06708561623
783	0.06707190881
784	0.06702270068
785	0.06699819759
786	0.06698406771
787	0.06696218425
788	0.0669437118
789	0.06692547556
790	0.06689125389
791	0.0668587161
792	0.06683674726
793	0.06681925006
794	0.06678511063
795	0.06677021147
796	0.06671567612
797	0.06669669726
798	0.06668672695
799	0.06666105637
800	0.0666480928
801	0.06662481677
802	0.06660332307
803	0.06658243472
804	0.06657205784
805	0.06655338598
806	0.06652787667
807	0.06651184347
808	0.06649275536
809	0.06647309867
810	0.06646034568
811	0.06641147657
812	0.06638872866
813	0.06637528086
814	0.06635925449
815	0.06633879139
816	0.06632107405
817	0.06630591
818	0.06629120145
819	0.06625737753
820	0.06623956453
821	0.06621785032
822	0.06618080445
823	0.06615330706
824	0.06612463204
825	0.06611529855
826	0.06610611949
827	0.06608549124
828	0.06606102658
829	0.06604332742
830	0.06602158229
831	0.06599465666
832	0.06597173119
833	0.06595082039
834	0.06593461198
835	0.06591483462
836	0.06589961007
837	0.06584611482
838	0.06583422838
839	0.06580859575
840	0.06577917707
841	0.06575643202
842	0.06574083324
843	0.06572365226
844	0.06569770543
845	0.06567812796
846	0.06565503261
847	0.06563515531
848	0.06561691637
849	0.06560523888
850	0.06559353821
851	0.06558313075
852	0.0655696095
853	0.06555184402
854	0.06553611504
855	0.06550896246
856	0.06549056696
857	0.06548114119
858	0.06545386274
859	0.06543886296
860	0.06542854518
861	0.06540658237
862	0.06539614952
863	0.06536858265
864	0.06534684641
865	0.06533264373
866	0.06531762164
867	0.06530673342
868	0.0652854141
869	0.06526953793
870	0.06524748917
871	0.0652330031
872	0.06521482912
873	0.0652063329
874	0.06519552506
875	0.06518250978
876	0.06515472874
877	0.0651339151
878	0.0651206491
879	0.06509023586
880	0.06507519027
881	0.06505771973
882	0.06504249274
883	0.06502856704
884	0.06501513343
885	0.06500002787
886	0.06496916297
887	0.06494997518
888	0.0649350795
889	0.06491033096
890	0.06488785325
891	0.06486986739
892	0.06486061451
893	0.06482539332
894	0.06481976456
895	0.06480562648
896	0.06477825002
897	0.06476551764
898	0.06473574786
899	0.06470516589
900	0.06468868558
901	0.06467582576
902	0.06465442536
903	0.06463140435
904	0.06461749013
905	0.06459374774
906	0.06457150943
907	0.06456211443
908	0.06454953307
909	0.06453798624
910	0.06452392011
911	0.06450155047
912	0.06449483618
913	0.06447904322
914	0.06446573935
915	0.06444594947
916	0.0644273462
917	0.06441784094
918	0.06440075804
919	0.06438601407
920	0.06435895539
921	0.06434650888
922	0.06433534084
923	0.06432688423
924	0.06431930146
925	0.06430183681
926	0.0642843324
927	0.06426584618
928	0.06424783103
929	0.06421380012
930	0.06420099097
931	0.06418181721
932	0.06416113929
933	0.06414079782
934	0.06413062247
935	0.06410671809
936	0.06409593568
937	0.06407995683
938	0.06406611889
939	0.06405602936
940	0.06403154726
941	0.06401994884
942	0.06400512671
943	0.06399085043
944	0.06396782318
945	0.06394319693
946	0.06393044851
947	0.06391368892
948	0.06390011134
949	0.06388405922
950	0.0638625839
951	0.06384842365
952	0.06382564971
953	0.06381314156
954	0.06379061431
