iter	Logloss
955	0.06378322168
956	0.06376400904
957	0.06373585421
958	0.06371605825
959	0.063693246
960	0.06368242741
961	0.06366308348
962	0.06364599342
963	0.06363142705
964	0.06362347517
965	0.06361148592
966	0.06359408345
967	0.0635692655
968	0.06355652186
969	0.06353912117
970	0.06352431302
971	0.06350766565
972	0.06349428607
973	0.06347337417
974	0.0634594875
975	0.06345379502
976	0.06341279046
977	0.0633901469
978	0.06337263284
979	0.06335477579
980	0.06333239781
981	0.06331144505
982	0.06329963781
983	0.06327596373
984	0.06326494371
985	0.06324932714
986	0.06322333598
987	0.06320408773
988	0.06319198164
989	0.06318403969
990	0.06316993012
991	0.06315828484
992	0.06312474845
993	0.06308315021
994	0.0630707378
995	0.06306546289
996	0.06305418088
997	0.06303249536
998	0.06302073369
999	0.06300413756
1000	0.0629853087
1001	0.06297661562
1002	0.06296233138
1003	0.0629135617
1004	0.06290481052
1005	0.06289391291
1006	0.06287883202
1007	0.06286433161
1008	0.06285721459
1009	0.06282753432
1010	0.06279339153
1011	0.06278670097
1012	0.06277640277
1013	0.06276697406
1014	0.06274832516
1015	0.06273030374
1016	0.06271797107
1017	0.06269983305
1018	0.06267746214
1019	0.06266103154
1020	0.06264381144
1021	0.06262160143
1022	0.06260447117
1023	0.06258301764
1024	0.06256575945
1025	0.06255301308
1026	0.0625323687
1027	0.06251241493
1028	0.06248908761
1029	0.06247639382
1030	0.06246287082
1031	0.06245011933
1032	0.06244408389
1033	0.06243785151
1034	0.06242243202
1035	0.06241165248
1036	0.06240469248
1037	0.06239229269
1038	0.06237815656
1039	0.06235914784
1040	0.06234413715
1041	0.06233424871
1042	0.06231837498
1043	0.06229926501
1044	0.06228044789
1045	0.06226276329
1046	0.06225697444
1047	0.06224120077
1048	0.06222008496
1049	0.06220262327
1050	0.06219266762
1051	0.06218132163
1052	0.06216775562
1053	0.06214775918
1054	0.06213096697
1055	0.06212054382
1056	0.06211292704
1057	0.06207590129
1058	0.06206413318
1059	0.06205980251
1060	0.0620467522
1061	0.0620325952
1062	0.06200184249
1063	0.06198755079
1064	0.06197421547
1065	0.06196166855
1066	0.06195339499
1067	0.06193441942
1068	0.0619254516
1069	0.06191901572
1070	0.06190514144
1071	0.06189325494
1072	0.06187497908
1073	0.0618683945
1074	0.06185438222
1075	0.06183981551
1076	0.06181852388
1077	0.06180243593
1078	0.06179258026
1079	0.06178199843
1080	0.06177558787
1081	0.06175881045
1082	0.06174767178
1083	0.0617055908
1084	0.0616925582
1085	0.06168177394
1086	0.06166896769
1087	0.06166061559
1088	0.06164067009
1089	0.0616306258
1090	0.06158771829
1091	0.06157016464
1092	0.06155460483
1093	0.06153993917
1094	0.06152594318
1095	0.06150391591
1096	0.06149401026
1097	0.06148365997
1098	0.0614693315
1099	0.06144767192
1100	0.06142868728
1101	0.06142354751
1102	0.06140360924
1103	0.06138324849
1104	0.06136534727
1105	0.06135364968
1106	0.06134647946
1107	0.06133849361
1108	0.0613198443
1109	0.06130473434
1110	0.06129876729
1111	0.06129018243
1112	0.06127988036
1113	0.06126629628
1114	0.06125655387
1115	0.06124345373
1116	0.06123086485
1117	0.06120748145
1118	0.06119589919
1119	0.0611844923
1120	0.06117702183
1121	0.06116347196
1122	0.06114919451
1123	0.0611362572
1124	0.06112171787
1125	0.06110779435
1126	0.06108299329
1127	0.06107420298
1128	0.06103830897
1129	0.06102336542
1130	0.06100983897
1131	0.06100377492
1132	0.06098362946
1133	0.06096391724
1134	0.06094952777
1135	0.06093974178
1136	0.06093101885
1137	0.06091609401
1138	0.06089105221
1139	0.0608789513
1140	0.06085979865
1141	0.06084177864
1142	0.06082622595
1143	0.06081353997
1144	0.06080381516
1145	0.06078367569
1146	0.06077281955
1147	0.06075879736
1148	0.06074941718
1149	0.06073760537
1150	0.06071995888
1151	0.06070825432
1152	0.06070497614
1153	0.06068878723
1154	0.06067292613
1155	0.06066057443
1156	0.06064166372
1157	0.06063360388
1158	0.06061552414
1159	0.06060354216
1160	0.06057437352
1161	0.0605504726
1162	0.0605291034
1163	0.0605115112
1164	0.06050024936
1165	0.0604842741
1166	0.06047008246
1167	0.06045443478
1168	0.0604187557
1169	0.06041268533
1170	0.06040371938
1171	0.06038715856
1172	0.06037796308
1173	0.06036324168
1174	0.06035043183
1175	0.06034201795
1176	0.06032637671
1177	0.06031680924
1178	0.06029333543
1179	0.06026962257
1180	0.06026055629
1181	0.06024939259
1182	0.06024210087
1183	0.06023239347
1184	0.06022082055
1185	0.06021060605
1186	0.06019764184
1187	0.06018874317
1188	0.06017907212
1189	0.06017303793
1190	0.06015323118
1191	0.0601443444
1192	0.06012672272
1193	0.06011894841
1194	0.06009972911
1195	0.06008944865
1196	0.06006852112
1197	0.06004307653
1198	0.06003011255
1199	0.06001528604
1200	0.05999541765
1201	0.05997712995
1202	0.05996638892
1203	0.05994421868
1204	0.05993262818
1205	0.05991169542
1206	0.05989906186
1207	0.05988918225
1208	0.05987502004
1209	0.0598613472
1210	0.05983477292
1211	0.05982695905
1212	0.05980900255
1213	0.05979349035
1214	0.05977969803
1215	0.05976441047
1216	0.05974753233
1217	0.05973551634
1218	0.05972341587
1219	0.05971216637
1220	0.05969861678
1221	0.05968955486
1222	0.0596727066
1223	0.05966575322
1224	0.05965369924
1225	0.05964257534
1226	0.05961816415
1227	0.05960823683
1228	0.05957096764
1229	0.05955802351
1230	0.05953981136
1231	0.05952181844
1232	0.05950986306
1233	0.05950270477
1234	0.05948785912
1235	0.05947737846
1236	0.05946584017
1237	0.05945442966
1238	0.05944662056
1239	0.05943567187
1240	0.05941890421
1241	0.05940827775
1242	0.05939625001
1243	0.0593796994
1244	0.0593715701
1245	0.05936410146
1246	0.05935032882
1247	0.05933685605
1248	0.05932237024
1249	0.05930515079
1250	0.05929305781
1251	0.05927868727
1252	0.05926414157
1253	0.05925317959
1254	0.05924612622
1255	0.05922731728
1256	0.05921188585
1257	0.059193373
1258	0.05917488856
1259	0.05916097755
1260	0.05913460421
1261	0.05912383961
1262	0.05910952773
1263	0.05909355074
1264	0.05908281569
1265	0.05907495743
1266	0.05906369614
1267	0.05905654526
1268	0.05904179344
1269	0.05903185984
1270	0.0590186194
1271	0.05898953049
1272	0.05897534456
1273	0.05896742155
1274	0.05895666647
1275	0.05894499368
1276	0.0589156575
1277	0.05890074965
1278	0.05887994202
1279	0.05886666885
1280	0.058857221
1281	0.05884486911
1282	0.05882892838
1283	0.05882449996
1284	0.05880254737
1285	0.05878098241
1286	0.05876726198
1287	0.05874026325
1288	0.05871970485
1289	0.0586930885
1290	0.05867757549
1291	0.05866400927
1292	0.05864750428
1293	0.05864116422
1294	0.05863342513
1295	0.05861243587
1296	0.05859947748
1297	0.05859039245
1298	0.05858055994
1299	0.05857330909
1300	0.05856253799
1301	0.05855134614
1302	0.05853876002
1303	0.05852668948
1304	0.05851591742
1305	0.05850535674
1306	0.05848429511
1307	0.05845691667
1308	0.05845018557
1309	0.05844114812
1310	0.05843454237
1311	0.05841896265
1312	0.0584039962
1313	0.05839479328
1314	0.05838465052
1315	0.05837151925
1316	0.0583586007
1317	0.05834643696
1318	0.05833050995
1319	0.05831730109
1320	0.0583075753
1321	0.0582946799
1322	0.05827320147
1323	0.05826451891
1324	0.0582544024
1325	0.05823373507
1326	0.05821782477
1327	0.05820916034
1328	0.05818299026
1329	0.05815658643
1330	0.05814405454
1331	0.05812623058
1332	0.05811401027
1333	0.05810159041
1334	0.05808496905
1335	0.05807519326
1336	0.05805566453
1337	0.05804364526
1338	0.05803023397
1339	0.05801648808
1340	0.05800058525
1341	0.05798354227
1342	0.05796815219
1343	0.05795960901
1344	0.05794137226
1345	0.05792630452
1346	0.05791623988
1347	0.05789402698
1348	0.05788746569
1349	0.05787868242
1350	0.05786819484
1351	0.05785374919
1352	0.05783668774
1353	0.05782340784
1354	0.05781191849
1355	0.05779627759
1356	0.05778982728
1357	0.05777286044
1358	0.05773903364
1359	0.05772707541
1360	0.0577107871
1361	0.05770368541
1362	0.05768688725
1363	0.05767102201
1364	0.05765278589
1365	0.05763612672
1366	0.05762743831
1367	0.05760995614
1368	0.05758593187
1369	0.05757427274
1370	0.05755656932
1371	0.05754421262
1372	0.05751434597
1373	0.05750365163
1374	0.05748615454
1375	0.05744995371
1376	0.05743849595
1377	0.05742865214
1378	0.05741870185
1379	0.05740744062
1380	0.05739672355
1381	0.05738389609
1382	0.0573674576
1383	0.05735798873
1384	0.0573447729
1385	0.05733202087
1386	0.05732008422
1387	0.05730217026
1388	0.05729075924
1389	0.0572749135
1390	0.0572672697
1391	0.05724572585
1392	0.05723231471
1393	0.05720811309
1394	0.05719980656
1395	0.05718229882
1396	0.05716949597
1397	0.05716143392
1398	0.05714465967
1399	0.05712872872
