iter	Passed	Remaining
401	13432	19981
402	13465	19947
403	13496	19910
404	13523	19868
405	13558	19836
406	13589	19799
407	13621	19764
408	13653	19729
409	13683	19690
410	13716	19656
411	13750	19624
412	13781	19588
413	13808	19545
414	13840	19509
415	13870	19471
416	13899	19433
417	13933	19400
418	13962	19360
419	13993	19324
420	14021	19283
421	14054	19250
422	14091	19221
423	14130	19196
424	14180	19185
425	14211	19149
426	14243	19114
427	14275	19078
428	14307	19043
429	14341	19010
430	14372	18974
431	14400	18934
432	14431	18897
433	14471	18873
434	14503	18837
435	14532	18798
436	14560	18759
437	14591	18722
438	14624	18688
439	14659	18657
440	14684	18613
441	14712	18573
442	14743	18537
443	14774	18500
444	14809	18470
445	14837	18430
446	14869	18395
447	14901	18360
448	14931	18323
449	14959	18283
450	14996	18254
451	15025	18216
452	15060	18185
453	15091	18149
454	15118	18108
455	15151	18075
456	15187	18045
457	15218	18009
458	15248	17972
459	15281	17939
460	15313	17904
461	15345	17870
462	15378	17836
463	15409	17801
464	15437	17761
465	15468	17726
466	15498	17689
467	15542	17668
468	15581	17641
469	15614	17607
470	15649	17576
471	15678	17538
472	15716	17510
473	15774	17505
474	15811	17475
475	15847	17446
476	15882	17413
477	15916	17381
478	15958	17358
479	15990	17322
480	16018	17283
481	16061	17260
482	16102	17236
483	16137	17204
484	16167	17167
485	16203	17137
486	16232	17098
487	16263	17063
488	16290	17023
489	16332	16999
490	16366	16966
491	16394	16927
492	16423	16889
493	16455	16854
494	16488	16822
495	16518	16785
496	16551	16751
497	16579	16713
498	16608	16674
499	16640	16640
500	16672	16605
501	16706	16573
502	16738	16539
503	16766	16500
504	16799	16466
505	16832	16432
506	16865	16399
507	16913	16380
508	16944	16345
509	16987	16321
510	17018	16285
511	17060	16261
512	17102	16235
513	17140	16207
514	17174	16174
515	17212	16144
516	17243	16109
517	17269	16069
518	17316	16048
519	17359	16023
520	17404	16001
521	17444	15974
522	17476	15939
523	17507	15903
524	17539	15869
525	17570	15833
526	17601	15797
527	17630	15760
528	17662	15725
529	17691	15688
530	17722	15652
531	17754	15618
532	17784	15582
533	17820	15550
534	17849	15514
535	17880	15478
536	17913	15445
537	17943	15408
538	17970	15370
539	18006	15339
540	18042	15307
541	18078	15277
542	18111	15242
543	18141	15206
544	18169	15168
545	18205	15137
546	18235	15102
547	18284	15081
548	18317	15047
549	18348	15012
550	18376	14974
551	18414	14945
552	18446	14911
553	18497	14891
554	18534	14860
555	18563	14824
556	18592	14787
557	18626	14754
558	18663	14724
559	18705	14697
560	18737	14662
561	18766	14625
562	18798	14591
563	18828	14555
564	18862	14522
565	18901	14493
566	18931	14457
567	18958	14419
568	18987	14382
569	19019	14348
570	19049	14312
571	19081	14277
572	19113	14243
573	19143	14207
574	19175	14173
575	19207	14138
576	19233	14100
577	19263	14064
578	19296	14030
579	19325	13994
580	19354	13957
581	19384	13922
582	19416	13888
583	19445	13851
584	19473	13814
585	19511	13784
586	19542	13749
587	19572	13714
588	19600	13677
589	19633	13643
590	19667	13610
591	19698	13576
592	19727	13540
593	19762	13507
594	19789	13470
595	19822	13436
596	19858	13405
597	19890	13371
598	19924	13338
599	19951	13300
600	19977	13262
601	20004	13225
602	20037	13191
603	20067	13156
604	20094	13119
605	20124	13084
606	20155	13049
607	20185	13014
608	20214	12978
609	20250	12946
610	20280	12911
611	20310	12876
612	20340	12841
613	20372	12807
614	20409	12776
615	20444	12744
616	20479	12712
617	20508	12676
618	20538	12641
619	20570	12607
620	20596	12570
621	20628	12536
622	20664	12504
623	20698	12472
624	20729	12437
625	20757	12401
626	20788	12366
627	20823	12334
628	20852	12299
629	20887	12267
630	20918	12233
631	20947	12197
632	20979	12163
633	21019	12134
634	21045	12097
635	21072	12060
636	21103	12026
637	21132	11990
638	21167	11958
639	21194	11921
640	21228	11889
641	21258	11854
642	21292	11822
643	21321	11786
644	21368	11761
645	21396	11724
646	21425	11689
647	21459	11656
648	21492	11623
649	21528	11592
650	21560	11558
651	21591	11524
652	21623	11490
653	21654	11456
654	21687	11422
655	21721	11390
656	21753	11356
657	21785	11323
658	21818	11289
659	21847	11254
660	21877	11220
661	21908	11186
662	21936	11150
663	21968	11116
664	22004	11085
665	22047	11057
666	22093	11030
667	22127	10997
668	22161	10965
669	22209	10938
670	22236	10902
671	22280	10875
672	22317	10843
673	22352	10811
674	22391	10781
675	22421	10746
676	22455	10713
677	22486	10679
678	22516	10644
679	22549	10611
680	22580	10577
681	22616	10545
682	22656	10515
683	22686	10480
684	22717	10446
685	22751	10413
686	22790	10383
687	22826	10351
688	22859	10318
689	22891	10284
690	22919	10249
691	22948	10213
692	22990	10184
693	23024	10151
694	23053	10117
695	23084	10083
696	23115	10048
697	23150	10016
698	23185	9984
699	23215	9949
700	23245	9915
701	23274	9880
702	23302	9844
703	23332	9810
704	23368	9778
705	23397	9743
706	23425	9708
707	23456	9674
708	23488	9640
709	23522	9607
710	23557	9575
711	23584	9539
712	23612	9504
713	23645	9471
714	23676	9437
715	23703	9401
716	23731	9366
717	23763	9333
718	23793	9299
719	23825	9265
720	23858	9232
721	23889	9198
722	23917	9163
723	23950	9130
724	23980	9096
725	24010	9061
