iter	RMSE
532	0.03219419297
533	0.03214599279
534	0.03210526953
535	0.03207424359
536	0.03203007112
537	0.03198824238
538	0.0319268028
539	0.03188889776
540	0.03183582004
541	0.031762687
542	0.03170623106
543	0.03167322364
544	0.03164346655
545	0.03157836459
546	0.0315006178
547	0.03144222273
548	0.03138128148
549	0.03133875295
550	0.03129764236
551	0.0312554765
552	0.03121764364
553	0.0311426728
554	0.0311065639
555	0.03107734257
556	0.03102908714
557	0.03098875063
558	0.03093415721
559	0.03084797036
560	0.03077646765
561	0.03073655706
562	0.03067259925
563	0.03062282074
564	0.03057993181
565	0.03051674502
566	0.0304557186
567	0.03042743523
568	0.03038967135
569	0.03032452762
570	0.03027927148
571	0.03022460918
572	0.03018864795
573	0.03012005367
574	0.03006087436
575	0.02999841211
576	0.02996171737
577	0.02992712782
578	0.02987970009
579	0.02981682416
580	0.02977765095
581	0.02971625058
582	0.02968537188
583	0.02964867939
584	0.02960838779
585	0.02956107549
586	0.02951224544
587	0.02946119329
588	0.02942664338
589	0.02938747112
590	0.02932952902
591	0.02927359468
592	0.02922221392
593	0.02917924592
594	0.02915640905
595	0.02912410884
596	0.02906898056
597	0.02902005126
598	0.02897804925
599	0.02895599309
600	0.02892688901
601	0.0288830586
602	0.02885149384
603	0.02881427427
604	0.02876222009
605	0.0287173397
606	0.02868700306
607	0.02861269898
608	0.02859750286
609	0.02856181813
610	0.02851275354
611	0.02846850174
612	0.02841800737
613	0.02837583276
614	0.02833051158
615	0.02829200108
616	0.02826113145
617	0.02823815215
618	0.02820221856
619	0.02815877742
620	0.02813959615
621	0.02812038909
622	0.02807595538
623	0.02804443804
624	0.02801015011
625	0.02797838073
626	0.02793209135
627	0.02789770607
628	0.027843386
629	0.02779135264
630	0.02774438488
631	0.02771072773
632	0.02767599407
633	0.02762956927
634	0.02761130719
635	0.02757134018
636	0.02754030107
637	0.02751062019
638	0.02747530451
639	0.02744686903
640	0.02740209975
641	0.02735680365
642	0.02730532967
643	0.02726648683
644	0.02723190538
645	0.02721375888
646	0.02718238237
647	0.02713280437
648	0.0270898223
649	0.02704707939
650	0.02699666864
651	0.02696908832
652	0.02693741328
653	0.02689509914
654	0.02681701742
655	0.02676843243
656	0.02672860202
657	0.02669612043
658	0.02666432326
659	0.02663630913
660	0.02659913517
661	0.02655597721
662	0.02652473255
663	0.02649901819
664	0.026461677
665	0.02641466588
666	0.02637499812
667	0.02632624837
668	0.0263110147
669	0.02626670921
670	0.02624030256
671	0.02620597506
672	0.02616404634
673	0.02612650397
674	0.02608657898
675	0.02603074836
676	0.02598859754
677	0.02594702629
678	0.02591494117
679	0.02588350734
680	0.02585632887
681	0.02581285579
682	0.02577403089
683	0.02574250826
684	0.02571595077
685	0.02569120393
686	0.02565706365
687	0.02561064563
688	0.02558592148
689	0.02556565912
690	0.02553972496
691	0.0254924277
692	0.02544353825
693	0.02539971125
694	0.02537103477
695	0.02533483529
696	0.02530248708
697	0.02526013096
698	0.02522463996
699	0.02518358581
700	0.02515412491
701	0.02511543667
702	0.02509295207
703	0.02505834242
704	0.02502812087
705	0.02497537651
706	0.02493490148
707	0.02490603307
708	0.02487473019
709	0.02483423559
710	0.02480065507
711	0.0247642646
712	0.02471805747
713	0.02467812965
714	0.02465571472
715	0.02462321376
716	0.02459714537
717	0.02456701506
718	0.02453831174
719	0.02450598319
720	0.02447435154
721	0.02445589295
722	0.02443517115
723	0.02440183256
724	0.02435576539
725	0.02432225428
726	0.02430092566
727	0.02426477749
728	0.02423468938
729	0.02419649099
730	0.0241697368
731	0.0241371632
732	0.02410794852
733	0.02407505255
734	0.02403846718
735	0.0240019749
736	0.02397749017
737	0.02394188037
738	0.02391418201
739	0.02388929754
740	0.0238550809
741	0.02381968022
742	0.02379450645
743	0.02375903073
744	0.02372581269
745	0.02368572728
746	0.02366336414
747	0.02362934882
748	0.02360173867
749	0.02357148012
750	0.02355478528
751	0.02352713949
752	0.02349976297
753	0.02347127133
754	0.02344294059
755	0.02340416531
756	0.02337166201
757	0.02333639433
758	0.02330604968
759	0.02328094579
760	0.02325441157
761	0.02322671448
762	0.02320649131
763	0.02317717216
764	0.02314524472
765	0.02312707488
766	0.02310724649
767	0.02307388555
768	0.02303076182
769	0.02300743939
770	0.02297843166
771	0.02295336261
772	0.02293579166
773	0.02291434016
774	0.02289560686
775	0.0228584825
776	0.0228400366
777	0.02281557577
778	0.02279705729
779	0.0227637728
780	0.02271903138
781	0.02268114562
782	0.02265751606
783	0.0226330311
784	0.02260870191
785	0.02259088236
786	0.02255839302
787	0.0225238815
788	0.02249934364
789	0.0224708885
790	0.02245097196
791	0.02242726227
792	0.02240869354
793	0.0223814515
794	0.022354361
795	0.02231895347
796	0.02229205459
797	0.02227206562
798	0.02225533409
799	0.02223757826
800	0.02221218618
801	0.02218906211
802	0.0221603265
803	0.02214267955
804	0.02212158569
805	0.02209485837
806	0.02206741283
807	0.02203896111
808	0.02202472937
809	0.02199271177
810	0.02197046267
811	0.0219486237
812	0.02193307199
813	0.02191172592
814	0.02188700345
815	0.02186427217
816	0.02184087442
817	0.02182096403
818	0.02179437189
819	0.02175876981
820	0.02174482035
821	0.02172026772
822	0.02169354453
823	0.02166195637
824	0.02163588342
825	0.02162207059
826	0.0215869126
827	0.0215618923
828	0.02155137366
829	0.02154300954
830	0.02152687388
831	0.0215090574
832	0.02148740287
833	0.02147404677
834	0.0214516634
835	0.02142678424
836	0.02140465715
837	0.02138825041
838	0.02136140504
839	0.02134127953
840	0.02131887275
841	0.02130071197
842	0.02128038362
843	0.02124688834
844	0.02122419964
845	0.0212158528
846	0.02119694517
847	0.02116989209
848	0.02113273504
849	0.0211128813
850	0.02108095274
851	0.02106409304
852	0.02104787124
853	0.02101712056
854	0.02098656631
855	0.02096303083
856	0.02094489562
857	0.02093865118
858	0.02091395339
859	0.02088935815
860	0.02086940927
861	0.02084039357
862	0.02082466228
863	0.02080521469
864	0.02078816358
865	0.02076594193
866	0.02073605298
867	0.02072179329
868	0.02069982461
869	0.02067850973
870	0.02065894975
871	0.02064133528
872	0.02061742255
873	0.02060361142
874	0.02057399759
875	0.02055040095
876	0.02052305629
877	0.0204994455
878	0.02048009074
879	0.02044379762
880	0.02042935079
881	0.02041248356
882	0.02039033186
883	0.02036341101
884	0.0203471388
885	0.02033045961
886	0.02031072581
887	0.02028783441
888	0.02023669554
889	0.02020461317
890	0.02018364252
891	0.02016948552
892	0.02013792153
893	0.02012258856
894	0.02010902497
895	0.02009291713
896	0.02007941968
897	0.02006528247
898	0.02003613447
899	0.02001544555
900	0.01999559385
901	0.01997179426
902	0.0199496406
903	0.01993513952
904	0.0199138595
905	0.01989159597
906	0.01986562679
907	0.01983005369
908	0.01981511021
909	0.01979590769
910	0.0197791534
911	0.01975868349
912	0.01973530851
913	0.01969842725
914	0.01968595118
915	0.01966463947
916	0.01965232056
917	0.01964078459
918	0.01962075265
919	0.01959753762
920	0.01956758459
921	0.01955925425
922	0.01954285098
923	0.01952375207
924	0.01950053887
925	0.01948529738
926	0.01946621776
927	0.01944444475
928	0.01941856654
929	0.01938388668
930	0.01936272678
931	0.01934227754
932	0.01932086966
933	0.01929708567
934	0.01927125168
935	0.01925059136
936	0.01923977396
937	0.01923721954
938	0.01922586596
939	0.01919844237
940	0.01917534984
941	0.01915309336
942	0.0191324847
943	0.01910898201
944	0.01908980899
945	0.01906721617
946	0.01904896648
947	0.01903370607
948	0.01901554426
949	0.0189963538
950	0.01898533698
951	0.01896895175
952	0.01895102387
953	0.01893455062
954	0.01891597345
955	0.01889758145
956	0.01888390533
957	0.01886312748
958	0.0188521873
959	0.01883110247
960	0.01880446347
961	0.01879064194
962	0.01877094048
963	0.0187608125
964	0.018735844
965	0.01872231445
966	0.01870262435
967	0.01867331174
968	0.01865547639
969	0.01863928202
970	0.01861252036
971	0.01860126624
972	0.01858538288
973	0.01856677267
974	0.01854624482
975	0.01853521863
976	0.01851405313
977	0.01849625575
978	0.01848196656
979	0.01846416285
980	0.01845129852
981	0.01843697812
982	0.01841409765
983	0.0184063539
984	0.01839287661
985	0.0183783308
986	0.01835758831
987	0.01834016789
988	0.01832553681
989	0.01831223298
990	0.01829838371
991	0.01827054762
992	0.01826742677
993	0.01824974242
994	0.01823404873
995	0.01821010757
996	0.01818087185
997	0.01815948532
998	0.01814820319
999	0.01811128822
